"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"2621","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"5818","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"7689","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","CS"
"2414","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"725","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"5742","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"8309","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","MIS"
"4825","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"4024","0","Fall","MS",0,0,0,1,0,0,0,0,"Others",">3.7","98~102","320~325","EE"
"7036","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","Others"
"5451","0","Fall","MS",0,1,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","CS"
"1422","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","EE"
"243","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","Others"
"7079","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","EE"
"5668","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"3332","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","CS"
"8682","1","Spring","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","CS"
"4264","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","CS"
"5104","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","320~325","IEOR"
"6437","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","<=315","Others"
"5153","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Others"
"9558","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","CS"
"3651","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","Material"
"8290","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","325~330","Others"
"3454","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","EE"
"9566","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"3529","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","98~102","315~320","MIS"
"3640","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","EE"
"3523","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","MIS"
"4437","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","Stat/Biostat"
"5990","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"411","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","315~320","EE"
"4021","0","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","102~106","315~320","EE"
"6486","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50",">3.7","<=98","<=315","Stat/Biostat"
"5178","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CS"
"5991","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"291","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"6427","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","ME"
"4025","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","EE"
"4069","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","EE"
"1624","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"4057","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","<=315","EE"
"8760","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","Others"
"1623","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","Stat/Biostat"
"3807","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","MFE/Fin/FinMath"
"7058","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"8622","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7",">106",">330","CS"
"4257","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","<=315","CS"
"8675","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","CS"
"5012","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"6813","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"522","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50",">3.7","<=98","320~325","CS"
"2003","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"1559","1","Fall","MS",0,0,0,1,0,0,0,1,"Top50","<=3.4","102~106","315~320","Material"
"6871","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","EE"
"5252","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","EE"
"7060","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"6003","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"7049","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"884","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"3461","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"4779","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","Stat/Biostat"
"2803","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","MFE/Fin/FinMath"
"8761","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","Others"
"5582","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","CivilEng"
"1172","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","<=315","Material"
"466","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","CivilEng"
"6911","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","Others"
"9635","1","Fall","PhD",0,0,1,0,0,1,0,0,"Others","3.4~3.55","<=98","325~330","Others"
"4536","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","EE"
"8539","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"9090","0","Fall","MS",0,0,0,1,0,1,1,0,"Others",">3.7","102~106","320~325","ME"
"9092","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","ME"
"8375","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"3697","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"1291","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CS"
"3010","1","Fall","MS",1,0,0,0,1,1,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"998","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7",">106","320~325","Material"
"5922","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","CS"
"9085","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","Material"
"9101","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","325~330","MIS"
"7473","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","EE"
"9769","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","CS"
"5672","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","325~330","CS"
"6669","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","98~102","325~330","CS"
"6321","0","Fall","MS",1,0,0,1,0,0,0,0,"Top50","<=3.4","98~102","315~320","EE"
"7614","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","<=98","320~325","Others"
"7493","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","EE"
"5815","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"1771","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","EE"
"1178","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","Stat/Biostat"
"1830","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106",">330","Material"
"9592","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","IEOR"
"5187","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"7368","0","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"8498","1","Spring","MS",0,1,0,1,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"154","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"1224","1","Spring","MS",1,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"5025","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"7777","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"6513","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","Stat/Biostat"
"2423","0","Fall","PhD",1,0,0,0,1,1,0,0,"Others","3.55~3.7",">106","320~325","CS"
"2253","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"2726","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CS"
"6233","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102",">330","EE"
"3851","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"2191","1","Fall","MS",0,0,1,1,0,0,1,0,"Others","3.55~3.7",">106","320~325","Others"
"3849","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"4470","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"2659","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Others"
"8327","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","MIS"
"3278","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","325~330","CS"
"7902","0","Fall","MS",0,0,0,0,1,0,1,0,"Top50","<=3.4",">106","325~330","CS"
"5933","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","<=315","CS"
"2660","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","Others"
"7564","1","Fall","MS",0,0,0,0,1,1,1,0,"Top50","<=3.4","98~102","320~325","ME"
"2846","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CE"
"5093","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","<=98","<=315","EE"
"3000","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","CS"
"1256","0","Fall","MS",0,0,0,1,0,1,0,0,"Top50","3.55~3.7","98~102","320~325","CE"
"1268","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","315~320","CE"
"3749","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"983","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","Others"
"5758","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"5816","1","Fall","MS",0,0,1,1,0,0,0,1,"Top50","3.55~3.7",">106",">330","CS"
"8955","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","ME"
"3011","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"9568","1","Fall","MS",0,0,0,1,0,0,0,1,"Others",">3.7","98~102","325~330","EE"
"7287","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"2697","1","Fall","PhD",0,0,0,0,0,0,0,1,"Others","<=3.4","98~102","320~325","EE"
"6226","1","Fall","MS",0,0,0,1,0,0,0,1,"Top50",">3.7","98~102","320~325","EE"
"3785","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"8315","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","<=315","MIS"
"2087","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","325~330","EE"
"6774","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CE"
"1390","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"2744","1","Fall","MS",1,0,0,0,1,1,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"1394","1","Fall","MS",0,0,0,1,1,0,0,0,"Top50","3.55~3.7","102~106","325~330","CS"
"1551","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","IEOR"
"1567","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","ME"
"5642","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","CS"
"5210","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"2177","1","Fall","PhD",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","315~320","Stat/Biostat"
"8484","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CivilEng"
"6837","0","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"7555","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","IEOR"
"4290","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","EE"
"6400","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","<=315","ME"
"1584","1","Fall","MS",0,0,1,0,1,0,0,0,"Top50",">3.7",">106","325~330","MFE/Fin/FinMath"
"930","1","Spring","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"2434","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","Others"
"3700","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"2170","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","320~325","CS"
"4521","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"5578","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CivilEng"
"9705","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","EE"
"2180","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","Stat/Biostat"
"5918","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"8669","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"3935","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","CE"
"4557","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","MFE/Fin/FinMath"
"1985","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","CivilEng"
"9624","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"5741","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","CS"
"2917","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"1379","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"2517","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","IEOR"
"3816","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","MFE/Fin/FinMath"
"7500","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","<=3.4","102~106","320~325","EE"
"2928","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","325~330","EE"
"2989","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","Others"
"3824","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Others"
"4496","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","CS"
"4258","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","CS"
"7050","1","Fall","MS",1,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","EE"
"6269","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","EE"
"8312","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","MIS"
"6916","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"6917","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7",">106","315~320","Stat/Biostat"
"10060","1","Fall","MS",0,0,1,1,0,0,0,0,"Others",">3.7","<=98","<=315","Stat/Biostat"
"6268","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","EE"
"412","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7",">106","325~330","EE"
"3698","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"5960","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","CS"
"576","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7",">106",">330","CS"
"2751","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"5799","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"7114","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Material"
"8221","1","Fall","MS",0,1,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Stat/Biostat"
"5641","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","CS"
"2135","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","Stat/Biostat"
"7047","0","Fall","MS",0,0,0,1,0,1,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"7615","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","Others"
"2392","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","325~330","CS"
"2732","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"630","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"9679","0","Fall","MS",0,1,0,1,0,0,0,0,"Others","<=3.4","98~102","320~325","Material"
"2993","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"7073","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","320~325","EE"
"9689","1","Fall","PhD",0,0,1,1,0,0,0,0,"Others",">3.7","98~102","320~325","CS"
"49","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","<=315","CS"
"4751","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"3563","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","CE"
"7053","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","EE"
"7077","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","325~330","EE"
"1053","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","MIS"
"4594","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CivilEng"
"5089","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","EE"
"1284","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"5585","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","CivilEng"
"2332","1","Fall","MS",0,0,1,1,0,0,0,0,"Others",">3.7","<=98","<=315","Stat/Biostat"
"766","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50",">3.7",">106",">330","CS"
"4237","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"4583","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","IEOR"
"932","1","Fall","MS",1,0,0,0,1,0,0,0,"Top50","3.55~3.7",">106","325~330","EE"
"1843","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","ME"
"887","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"921","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","Others"
"8348","1","Fall","PhD",0,0,0,0,1,1,0,0,"Others",">3.7","98~102","320~325","MIS"
"8858","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"3527","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","320~325","MIS"
"6976","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"7243","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","Stat/Biostat"
"1839","1","Fall","MS",1,0,1,1,0,0,0,0,"Top50",">3.7","98~102","315~320","ME"
"4438","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","Stat/Biostat"
"2279","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"1093","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","MIS"
"5745","1","Fall","PhD",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","CS"
"9350","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","Stat/Biostat"
"4491","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"3140","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"3690","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"8454","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"4765","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","325~330","EE"
"4100","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7",">106","325~330","Others"
"2415","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","CS"
"2405","0","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"1318","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","315~320","CS"
"8336","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","<=315","MIS"
"4207","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","CivilEng"
"2416","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"7458","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"140","1","Fall","MS",0,0,0,1,0,1,1,0,"Others","3.4~3.55","<=98","315~320","CE"
"5748","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","CS"
"4610","0","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","CS"
"257","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","MFE/Fin/FinMath"
"5730","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CS"
"5105","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","IEOR"
"5106","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","IEOR"
"2202","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","ME"
"3004","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"9781","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"8981","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","Stat/Biostat"
"3706","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","CS"
"6806","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","CS"
"9777","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","<=98","315~320","CS"
"9934","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","CS"
"4218","0","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"1069","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","MIS"
"3027","1","Fall","MS",0,0,1,0,1,0,0,0,"Top50","3.55~3.7","98~102","315~320","CS"
"569","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"7167","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","MIS"
"3546","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","98~102","<=315","MIS"
"1119","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","<=3.4","102~106","320~325","MIS"
