"","offertype","season","type","cross","rl","intern","research","paper","first","sci","exchange","CollegeRankTop50","gpa_dis","toefl_dis","gre_dis","major_apply_new"
"9741","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","Stat/Biostat"
"9035","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","Others"
"9031","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","Others"
"7774","1","Fall","PhD",0,0,0,0,1,0,0,0,"Others",">3.7",">106","320~325","Stat/Biostat"
"9342","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","Stat/Biostat"
"2439","1","Fall","MS",0,0,1,0,1,0,1,0,"Others","3.4~3.55","102~106","325~330","EE"
"4918","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","ME"
"3839","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"965","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"1631","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","Stat/Biostat"
"2932","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","EE"
"95","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","EE"
"6615","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","CS"
"405","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","325~330","Stat/Biostat"
"4241","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"4971","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CE"
"6555","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","Stat/Biostat"
"659","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.4~3.55","102~106","315~320","CS"
"966","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","EE"
"7101","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Others"
"9770","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","CS"
"7152","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","320~325","MFE/Fin/FinMath"
"9237","1","Fall","PhD",0,0,0,0,1,0,0,0,"Others","3.55~3.7","<=98","<=315","ME"
"9846","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","ME"
"6443","0","Fall","混合",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","Others"
"4776","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106",">330","Others"
"1822","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","IEOR"
"3038","1","Fall","MS",0,0,1,1,1,0,1,0,"Top50","<=3.4","98~102","320~325","Others"
"2486","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","EE"
"6532","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","325~330","Stat/Biostat"
"6526","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","Stat/Biostat"
"9504","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","MIS"
"188","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","EE"
"5736","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","CS"
"4884","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","315~320","EE"
"6364","1","Fall","MS",0,0,0,0,0,0,1,0,"Top50","3.55~3.7","<=98","320~325","Material"
"6359","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106",">330","Material"
"4940","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","MIS"
"2653","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","MFE/Fin/FinMath"
"941","1","Fall","MS",0,1,0,1,0,0,0,0,"Top50",">3.7","102~106","315~320","EE"
"4399","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","98~102","320~325","MFE/Fin/FinMath"
"2470","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","EE"
"9750","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","315~320","EE"
"3789","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"1516","1","Fall","MS",0,0,0,0,1,0,1,0,"Top50","3.55~3.7","98~102","320~325","EE"
"7266","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","EE"
"7719","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98",">330","EE"
"7804","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CivilEng"
"2464","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","EE"
"9362","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","315~320","CivilEng"
"1146","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","Others"
"2122","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","Stat/Biostat"
"113","1","Fall","PhD",0,0,0,0,0,1,0,0,"Others","3.4~3.55","<=98","<=315","ME"
"4654","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","EE"
"4248","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"9293","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"9718","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","IEOR"
"875","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","CS"
"8561","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","3.55~3.7","98~102","325~330","CS"
"7153","1","Fall","MS",0,0,0,0,0,0,0,1,"Others","3.4~3.55","102~106","320~325","MFE/Fin/FinMath"
"2695","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","CS"
"2147","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","Stat/Biostat"
"9300","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","320~325","CS"
"7733","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"910","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.55~3.7",">106","320~325","CS"
"895","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CS"
"7438","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"6511","1","Fall","PhD",0,0,0,1,0,0,0,0,"Top50",">3.7","102~106","315~320","Stat/Biostat"
"8722","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","CS"
"5481","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102",">330","Stat/Biostat"
"973","1","Fall","PhD",1,0,0,0,1,1,1,0,"Top50",">3.7","<=98","<=315","EE"
"856","1","Fall","MS",1,0,0,1,0,0,0,0,"Top50",">3.7","102~106","320~325","CS"
"833","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CS"
"765","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","320~325","CS"
"7379","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","EE"
"2126","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50",">3.7","98~102","325~330","Stat/Biostat"
"1230","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106",">330","EE"
"2137","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","Stat/Biostat"
"90","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"646","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","98~102","<=315","CS"
"2151","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","102~106","320~325","Stat/Biostat"
"6553","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","Stat/Biostat"
"8624","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","102~106","320~325","CS"
"7102","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","<=315","Others"
"6588","1","Fall","MS",0,0,1,1,0,0,0,0,"Top50","3.55~3.7","102~106","320~325","CS"
"9098","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","ME"
"9738","1","Fall","PhD",0,0,0,1,0,1,1,0,"Others","<=3.4","98~102","320~325","Others"
"5091","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","315~320","EE"
"7531","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.4~3.55","<=98","320~325","EE"
"2305","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","ME"
"9263","0","Fall","MS",1,0,0,1,0,0,0,0,"Others","<=3.4",">106","320~325","CS"
"9296","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","325~330","CS"
"7258","1","Fall","PhD",0,0,0,1,0,0,0,0,"Others","3.55~3.7","102~106","320~325","EE"
"744","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7","98~102","320~325","CS"
"10058","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","Others"
"9304","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","CS"
"2023","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","325~330","EE"
"5032","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4",">106","320~325","EE"
"1298","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"6575","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","CS"
"2276","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","<=98","325~330","CS"
"1964","1","Fall","PhD",0,0,0,0,1,0,1,0,"Others","<=3.4","102~106","320~325","EE"
"6577","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","CS"
"7460","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","315~320","EE"
"1622","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7","<=98","315~320","Stat/Biostat"
"7462","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","<=98","320~325","EE"
"2466","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","EE"
"458","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CivilEng"
"9709","1","Fall","PhD",0,0,0,0,1,1,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"3946","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","325~330","CivilEng"
"9238","1","Fall","PhD",1,0,0,0,1,0,0,0,"Others","3.55~3.7","<=98","<=315","ME"
"5467","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","MIS"
"7236","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","98~102","325~330","Stat/Biostat"
"7560","1","Fall","PhD",0,0,0,1,0,1,1,0,"Top50","3.55~3.7",">106",">330","Material"
"9998","1","Fall","MS",1,0,1,1,1,0,0,0,"Others","<=3.4","102~106","315~320","EE"
"975","1","Fall","MS",1,0,1,0,0,0,0,0,"Top50","3.4~3.55","<=98","315~320","EE"
"2068","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"6642","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","Stat/Biostat"
"1662","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","Stat/Biostat"
"2649","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","ME"
"3327","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55",">106","325~330","CS"
"3887","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","Others"
"9882","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CE"
"7395","1","Fall","混合",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","EE"
"9883","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CE"
"6586","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4",">106","325~330","CS"
"168","0","Fall","PhD",0,0,1,0,0,0,0,0,"Others","3.4~3.55","98~102","320~325","CS"
"5468","1","Fall","MS",0,0,1,1,1,0,0,0,"Others",">3.7","102~106","315~320","MIS"
"3888","0","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","98~102","325~330","Stat/Biostat"
"6656","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","Stat/Biostat"
"8437","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Others"
"6616","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","315~320","CS"
"8642","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7","102~106","315~320","CS"
"3889","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","325~330","Stat/Biostat"
"439","1","Fall","MS",0,0,0,1,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","CE"
"3895","0","Fall","MS",0,0,1,0,0,0,0,0,"Others","<=3.4","102~106","320~325","Stat/Biostat"
"7784","0","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"3826","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55",">106","320~325","Others"
"2637","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","315~320","EE"
"8202","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","ME"
"9895","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","<=315","CS"
"3856","1","Fall","MS",1,0,1,0,0,0,0,0,"Others","<=3.4","102~106","315~320","EE"
"980","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","320~325","EE"
"7257","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","EE"
"951","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","325~330","EE"
"3857","1","Fall","MS",0,0,0,0,0,1,1,0,"Others","3.4~3.55","98~102","315~320","EE"
"3893","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","Stat/Biostat"
"7278","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","MIS"
"4949","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","Others"
"6214","0","Fall","PhD",1,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","315~320","EE"
"4420","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","MIS"
"4316","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7",">106","320~325","Others"
"4001","1","Fall","PhD",0,0,0,0,1,1,1,0,"Others","3.4~3.55","<=98","315~320","CS"
"196","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"4891","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","3.4~3.55","98~102","320~325","EE"
"935","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","320~325","EE"
"5695","0","Fall","PhD",1,0,0,0,0,1,1,0,"Top50","<=3.4","102~106","315~320","CS"
"1231","1","Fall","MS",0,0,1,0,1,0,0,0,"Others",">3.7",">106","320~325","EE"
"3143","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"5520","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","CE"
"7348","1","Fall","PhD",0,0,0,1,0,1,1,0,"Others","3.55~3.7",">106","320~325","CE"
"1236","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","<=315","EE"
"3894","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","<=98","325~330","Stat/Biostat"
"4666","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","102~106","325~330","IEOR"
"2138","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","325~330","Stat/Biostat"
"5678","1","Fall","PhD",1,0,1,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"2493","1","Fall","PhD",0,0,0,1,0,0,0,1,"Others","3.55~3.7",">106","320~325","EE"
"2490","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","EE"
"2461","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","3.4~3.55",">106","320~325","EE"
"2467","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","320~325","EE"
"2136","1","Fall","PhD",0,0,0,0,1,0,0,0,"Top50","<=3.4",">106","325~330","Stat/Biostat"
"7407","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","320~325","MIS"
"7321","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"2513","1","Fall","MS",0,0,1,0,0,0,0,0,"Others","3.4~3.55","102~106","320~325","Others"
"2026","1","Fall","MS",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"4085","1","Fall","PhD",1,0,0,0,0,0,1,1,"Others",">3.7",">106","325~330","ME"
"5142","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","MIS"
"7176","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","<=315","Others"
"9510","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","320~325","CE"
"6462","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4",">106","315~320","Stat/Biostat"
"318","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55",">106","320~325","CS"
"3222","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"1287","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","102~106","320~325","CS"
"2084","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","320~325","EE"
"3977","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"3931","1","Fall","PhD",0,1,0,1,0,1,1,0,"Top50","3.55~3.7","102~106",">330","Stat/Biostat"
"8645","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106",">330","CS"
"5584","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7","98~102","315~320","CivilEng"
"889","1","Fall","MS",1,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","CS"
"2499","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"3974","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","CS"
"2967","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","Others"
"3897","0","Fall","PhD",0,0,0,0,1,1,1,0,"Top50",">3.7","<=98","<=315","CivilEng"
"761","0","Fall","MS",1,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","315~320","CS"
"7831","1","Fall","混合",0,0,0,0,0,0,0,0,"Others",">3.7","102~106","320~325","Stat/Biostat"
"4195","1","Fall","MS",0,0,1,0,0,0,0,0,"Others",">3.7",">106","325~330","MIS"
"9795","1","Fall","MS",0,0,0,0,1,0,1,0,"Others","<=3.4","98~102","315~320","EE"
"1618","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","Stat/Biostat"
"6372","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7",">106","325~330","Material"
"10000","1","Fall","MS",0,0,0,0,1,1,0,0,"Others","<=3.4",">106","320~325","EE"
"9996","1","Fall","MS",1,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","EE"
"4008","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"9620","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","<=98","315~320","EE"
"2987","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","Stat/Biostat"
"6402","0","Fall","PhD",0,0,0,0,1,0,0,0,"Top50","3.55~3.7","<=98","<=315","ME"
"99","1","Fall","MS",0,0,0,0,0,0,1,0,"Others","3.4~3.55","<=98","320~325","EE"
"9210","1","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4",">106","315~320","EE"
"6357","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","<=3.4","<=98","320~325","Material"
"85","0","Fall","混合",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"78","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106",">330","EE"
"2921","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"4160","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","98~102","315~320","IEOR"
"8770","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","Others"
"1873","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106",">330","Others"
"3911","1","Fall","PhD",1,0,0,1,0,1,1,1,"Top50",">3.7",">106","320~325","EE"
"5842","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","102~106","<=315","CS"
"9693","1","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","98~102","315~320","CS"
"4139","0","Fall","PhD",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","EE"
"312","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CE"
"5559","1","Fall","MS",0,0,1,0,0,0,0,0,"Top50","3.55~3.7","<=98","315~320","CE"
"5693","0","Fall","MS",0,0,1,0,0,0,0,0,"Top50","<=3.4","<=98",">330","CS"
"7031","1","Fall","MS",0,0,0,0,0,0,0,0,"Others",">3.7","98~102","315~320","CS"
"4397","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","98~102","315~320","ME"
"4941","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","MIS"
"1190","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"9283","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"1549","1","Fall","PhD",0,0,0,0,0,0,0,0,"Top50",">3.7","98~102",">330","IEOR"
"4389","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"2103","0","Fall","PhD",0,0,0,0,1,1,1,0,"Top50","<=3.4","<=98","<=315","IEOR"
"2903","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","ME"
"8578","1","Fall","MS",0,0,1,1,0,0,0,0,"Others","3.55~3.7","102~106","320~325","CS"
"6988","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","102~106",">330","CS"
"7883","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","Others"
"7126","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7",">106","320~325","ME"
"8626","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.4~3.55","<=98","320~325","CS"
"5514","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","<=98","320~325","CE"
"2900","0","Fall","MS",0,0,0,0,0,0,1,0,"Top50",">3.7","102~106","325~330","ME"
"7553","1","Fall","MS",0,0,0,0,0,0,0,1,"Top50",">3.7","102~106","325~330","Others"
"1381","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","98~102","315~320","CS"
"9115","0","Fall","MS",0,0,0,1,0,0,0,0,"Others",">3.7","102~106","315~320","Stat/Biostat"
"8784","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","EE"
"2718","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","CivilEng"
"9876","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","102~106","315~320","CS"
"8791","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"4121","0","Fall","PhD",1,0,0,0,0,1,1,0,"Others","<=3.4","102~106","315~320","CS"
"2664","1","Fall","PhD",1,0,0,0,0,1,1,0,"Others","<=3.4","102~106","315~320","CS"
"4045","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","320~325","EE"
"233","0","Fall","MS",1,0,0,1,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"7778","0","Fall","MS",0,0,0,0,0,0,0,1,"Others","<=3.4",">106","315~320","Stat/Biostat"
"2603","0","Fall","MS",0,0,0,0,0,0,0,0,"Top50","3.55~3.7",">106","320~325","Stat/Biostat"
"6004","0","Fall","MS",0,0,1,1,0,0,0,0,"Top50","<=3.4","98~102","<=315","CS"
"6730","0","Fall","MS",0,0,0,1,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"10148","0","Fall","PhD",0,0,0,0,0,0,0,0,"Top50","3.4~3.55","102~106","320~325","Stat/Biostat"
"9602","1","Fall","PhD",0,0,0,0,1,0,1,0,"Others","3.4~3.55","<=98","325~330","ME"
"3646","0","Fall","PhD",0,0,0,0,0,1,1,0,"Top50","<=3.4","<=98","<=315","IEOR"
"1658","1","Fall","MS",0,0,0,0,0,0,0,0,"Top50","<=3.4","98~102","315~320","Stat/Biostat"
"2252","0","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","<=315","CS"
"4575","1","Fall","MS",0,0,1,0,0,0,0,1,"Others","3.4~3.55","<=98","325~330","EE"
"203","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","<=3.4","<=98","315~320","EE"
"7775","1","Fall","MS",0,0,0,0,0,0,0,0,"Others","3.55~3.7","98~102","315~320","Stat/Biostat"
